,sentence,valence,arousal
428,그래도 있으실 것 같은데. 저희 페미닌 걸 독자분들을 위해서 식단조절 비결을 공개해주실 수 있을까요?,0.0,-1.0
429,지금 나이에도 그렇게 액티브하게 활동하시면서 몸매를 유지하시는 비결이 있을까요?,0.0,-1.0
431," 아무래도 액션이다보니까. 운동하고, 액션스쿨가서 연습을 많이 했어요.",0.0,0.0
434,그러게요. 트렁크 문이 반이나 들렸네요.,-1.0,-1.0
435,저 택시 뒤가 다 찌그러졌네.,-1.0,-1.0
436,얼른 누가 부모님한테 연락해야할텐데.,-1.0,-1.0
437,세상에. 손님은 타고 있는거 같은데.,-1.0,-1.0
440,너도 미리미리 준비해. 내가 도와줄게.,0.0,-1.0
441,가..  아. 그럴 수도 있겠네요.,0.0,-1.0
442,응. 이제 이번 주 중으로 사표 수리만 되면 끝이야.,0.0,-1.0
443,이직 생각이야 옛날부터 있었지. 진짜.. 너무 힘들었어.,-1.0,0.0
444,와. 축하드려요. 얼마나 준비하셨어요?,0.0,0.0
445,가족에서 ‘가’를 빼야 진짜 의미래.,0.0,-1.0
447,안녕하세요. 말씀 좀 물을게요.,0.0,-1.0
448,제 친구가 여기 묵고 있는데 혹시 객실 번호를 알 수 있을까 해서요.,0.0,-1.0
449,사실.. 그 친구가 제 돈을 떼갔거든요..,-1.0,-1.0
451,손님. 죄송하지만 저희 규정상 투숙객의 개인 정보는 알려드릴 수가 없습니다.,-1.0,0.0
452,계속 전화를 걸어도 받질 않아서요.,-1.0,-1.0
454,"아, 혹시 친구분과 연락해보셨나요?",0.0,-1.0
455,실례지만 어떤 일 때문에 그러세요?,0.0,-1.0
456,개인 정보가 아니라요. 어디 있는지만 알려달라는거에요.,-1.0,-1.0
457,"선생님, 솔직히 제가 좀 많이 못 하는거죠?",-1.0,-1.0
458,그건 개인차라서.. 꾸준히 하다보면 늘어요.,-1.0,-1.0
460,회원님. 수영은 자기만의 호흡으로 하는 운동이에요. 조급해 하지말고 나만의 호흡을 길러봐요 우리.,0.0,-1.0
461,그니까 금방이 언제쯤이에요? 저 진짜 물 그만 먹고 싶어요..,-1.0,0.0
462,저 평일에 퇴근하고 매일 나오는 거 아시잖아요.,-1.0,-1.0
463,알죠. 회원님처럼 하다보면 금방 늘어요.,-1.0,-1.0
465,저 열이 너무 나는 거 같아요. 오한이 들기도 하고..,-1.0,-1.0
466,지금 한 알 먹고 가도 되나요?,0.0,-1.0
469,식사하셨어요? 빈 속에 드시면 속 쓰릴 수 있거든요.,0.0,-1.0
472,토하진 않았고 토할 거 같은 느낌인거죠?,0.0,-1.0
473,그럼 지금 하나 드세요. 저기 정수기 있어요.,0.0,-1.0
474,당장은 괜찮은데 영영 못 받을까봐 걱정이다.,-1.0,0.0
475,세상에.. 아버지 편찮으신 건 사실이고?,-1.0,-1.0
477,그나저나 너는 어떡하냐. 금방 돌려받기 힘들텐데.,-1.0,1.0
478,응.. 아버지 약 중에 보험 안 되는 게 있어서 가세가 다 기울었다고..,-1.0,0.0
480,도박빚이 있었나봐.. 나한테도 아버지가 위독하다고 했는데..,-1.0,-1.0
481,열 명? 아니 열 명이나 사기를 쳤으면 돈이 꽤 될텐데?,-1.0,0.0
483,미쳤다.. 진짜 사람이 어떻게 그런 짓을 해.,-1.0,0.0
484,축하드려요. 이제 7주차 접어들었습니다,0.0,0.0
485,저한테 감사할 일이 아니죠. 고생 많으셨어요.,0.0,-1.0
486,진짜 감사합니다.. 정말 감사해요.,1.0,1.0
487,네. 초기니까 특별히 몸조리 잘 하세요.,0.0,-1.0
488,정말 안 겪어보면 모를거에요..,-1.0,0.0
489,네. 결혼은 일찍 했는데 아이가 저희한테 안 와줘서.. 많이 걱정했어요.,-1.0,0.0
490,고생 많으셨어요. 이제 건강하게 기다리시면 되겠네요.,0.0,-1.0
494,쟤! 저기 지금 벤치 밑으로 들어간 애.,0.0,-1.0
496,맞아. 펫샵이 사라지고 동물과 공생할 수 있으면 좋을텐데…,-1.0,0.0
498,진짜 너무 귀엽다. 어떡해..,1.0,1.0
500,아직 한 살도 안 된거 같아.,0.0,-1.0
504,그럼 퇴근하고 같이 저녁 먹으러 갈래?,0.0,-1.0
506,알았어. 그럼 이따 봐. 나 들어가봐야겠다. ,0.0,-1.0
508,내 동생이 먹고 왔는데 괜찮대.,0.0,-1.0
509,그러자. 요즘은 그런 거 밖에 낙이 없어.,0.0,-1.0
513,이번에는 진짜래. 걔 여친이 맛있다고 했대.,0.0,-1.0
514,저번에 방송 나온 집인데 되게 맛있을 것 같더라. 그런데 좀 멀어.,-1.0,-1.0
518,너무 떨린다.. 드디어 조상우의 지킬앤아이드를 볼 수 있다니..,1.0,1.0
519,어휴 미안해 미안해 응? 화장실 갔다올래?,0.0,0.0
520,떨리기까지 해? 그냥 공연 보는건데,-1.0,-1.0
521,"어차피 이제 공연 20분밖에 안남았는데, 그냥 재밌게 보자",0.0,-1.0
522,야! 니가 예매 잘 했다며!!!  반차까지 내고 왔는데 이게 뭐야!!!,-1.0,1.0
523,아.. 무슨 배우 때문에 이렇게 화를 내?,-1.0,1.0
524,뭐지..? 오늘 출연배우에 저거.. 조상우가 아니잖아!,-1.0,0.0
525,그렇구나~ 어쩐지 예매가 쉽더라니,-1.0,0.0
528,앞머리는 기를거고 기장만 좀 쳐주세요.,0.0,-1.0
529,그럴 시간이 없어요. 자르기만 할게요.,-1.0,0.0
531,상한 부분은 다 자르고 길러야 머릿결이 안 상해요,0.0,-1.0
532,그런거 같아요. 머리카락 끝에 상한 부분이 타고 올라갔네..,-1.0,-1.0
535,정말요? 그럼 어떻게 해야 돼요?,-1.0,-1.0
538,상한 부분은 일단 다 잘라내는게 좋아요,0.0,-1.0
540,아.. 그냥 좀 안 좋은 일이 있어서..,-1.0,0.0
541,우리도 이제 부모님 걱정해야할 나이니까.. 우리가 힘내보자.,0.0,-1.0
542,다행인건 미리 검진해서 알게 된거라서 간단한 수술이면 나아질거래.,0.0,-1.0
543,응.. 엄마가 이번에 건강 검진을 받았는데 자궁에 혹이 있대네..,-1.0,0.0
544,사실은.. 집에 좀 안 좋은 일이 생겼어.,-1.0,0.0
548,그럼 엄살 부리지말고 다시 한 번 해봅시다!,0.0,0.0
550,이 정도로 허리가 아플려면 디스크여야 되는데.. 디스크 있으세요?,-1.0,0.0
551,"이 운동은 코어를 만들어 주는 거예요. 자, 힘 딱 주시고!",0.0,0.0
553,그래. 이 다이어트 열풍도 후대의 역사책에는 기이하게 기록될텐데.,-1.0,-1.0
554,맞아.. 이렇게 살에 집착하는거 너무 기형적인거 같아,-1.0,-1.0
555,이렇게 먹어서 언제 살 빼나 싶어,-1.0,-1.0
556,그니까.. 지금 아메리카노 마실걸 라떼 마시는 것도 죄책감들어,-1.0,1.0
559, 일하는 것도 힘든데 어떻게 다이어트 하지..,-1.0,-1.0
560,먹고 살자고 일하는 건데.. 먹는 거 참는거 정말 고역이야.,-1.0,1.0
561,야 그러지마 우리 작은 기쁨은 누리면서 살자,0.0,0.0
562,그래도 어쩌겠어 우리가 지금 살고 있는걸..,-1.0,-1.0
564,미세먼지 때문에 너무 힘들어요,-1.0,0.0
565,그렇네요. 안방에서 쓸 것도 사야겠어요,0.0,0.0
566,그러게나 말이에요. 애들이 아직 어려서..,-1.0,-1.0
567,저는 일단 거실에 큰 거 하나 두고 아이 방에는 가습기랑 같이 소형 청정기 하나 더 두려구요,0.0,-1.0
568,"네, 가족들 생각하면 공기 청정기는 이제 필수품인거 같아요",-1.0,-1.0
570,이게 괜찮다 괜찮다 해도 내 몸만 상하면 모를까,-1.0,-1.0
572,저 이번에 젤네일을 해보려구요,0.0,-1.0
573,아 그렇구나 그럴 뗄 때도 여기 오는 게 좋겠네요?,0.0,-1.0
574,젤네일은 일반 매니큐어랑 다르게 오래 가는거 아시죠? 그만큼 손톱에서 잘 떨어지지 않기 때문에 집에서 혼자 지우려고 하시면 안돼요,0.0,-1.0
575,아 그러시구나. 전에 해본 적 있으세요?,0.0,-1.0
576,네. 아무래도 오시면 손톱이 덜 상할거에요,0.0,-1.0
577,젤 네일은 우선 아크릴 수지를 이용한거고 보통 매니큐어가 자연 건조 시키는 거랑 다르게 기계로 굳혀버리는거에요,0.0,-1.0
578,아니요. 젤네일은 처음이에요.,0.0,-1.0
581,그럼 먼저 간단하게 설명 드릴까요?,0.0,-1.0
583,아 그건 알고 있는데.. 관리법이 궁금해요,0.0,-1.0
584,아니. 여기 요즘 엄청 핫하던데 언제 가봤어?,0.0,-1.0
586,대박 맛있었겠다. 나도 여기 갔다왔어,1.0,0.0
588,야 너 이태원에 여기 가봤어?,0.0,-1.0
589,우린 이럴때마다 죽이 참 잘 맞아,0.0,-1.0
590,그치? 나 진짜 여태 먹은 굴 요리 중에 제일 맛있더라,1.0,1.0
593,혹시 그 옷 어디서 사셨어요?,0.0,-1.0
594,근데.. 기운이 참 좋으세요 조상 덕을 많이 보실거 같아요,0.0,-1.0
595,그러시구나. 그 쇼핑몰에 이런 스타일이 많아요.,0.0,-1.0
599,네 갑자기 죄송한데..  너무 예뻐보여서요,0.0,-1.0
601,네. 감사합니다. 실례 많았어요,0.0,-1.0
602,아 이거 그 쇼핑몰 아세요? 우먼우먼? 그 쇼핑몰이요,0.0,-1.0
604,감사해요 제가 마침 그런 스타일 옷을 찾고 있었거든요. 그런데 딱 보이길래..,0.0,-1.0
608,안녕하세요 저 이번 년도 입학했는데요.,0.0,-1.0
609,네. 저 중에 색깔 골라서 가져가시면 돼요,0.0,-1.0
610,네. 거기다 이름이랑 학번 적어주세요,0.0,-1.0
611,이번 년도 다이어리 받으러 왔어요,0.0,-1.0
613, 가져가시고 이거 명단이거든요. ,0.0,-1.0
618,지금 집에 손가락만한 벌레가 나왔거든요,-1.0,-1.0
620,이름도 모르겠어요 급해요..!,-1.0,0.0
624,점심 실패했으니 입가심으로 아아 드실래요?,0.0,0.0
625, 그래. 아아 좋지! 가자. ,0.0,-1.0
626,근데 그거라도 잘 먹어야 기분이 나아지는거 같아요,0.0,-1.0
628,밥이라도 맛있는거 먹어야되는데 말이에요,-1.0,-1.0
629,그러게. 오늘 돈가스 너무 별로였지,-1.0,0.0
635,저희 엄마꺼 사려는데 60대 초반이요,0.0,-1.0
637,아 그럼 수분 크림 세트 어떠세요?,0.0,-1.0
638,"얼굴에 영양 들어가는거, 넥크림이랑 아이크림 샘플이랑 같이 들어가요. 더 구성 많은 세트도 있고요",0.0,-1.0
640,백화점 포인트 카드 주시면 적립 같이 도와드릴게요,0.0,-1.0
641,수분 크림 세트는 어떤 구성이에요?,0.0,-1.0
646,언니가 고른데 다 맛있었어요! 걱정마세요,0.0,-1.0
647,아빠는 아무래도 한식을 더 좋아하긴 하는데 맛있으면 좋아하실 거예요.,0.0,-1.0
648,글쎄.. 어머니가 야외 테라스 있는 레스토랑 가고 싶다고 했던 기억이 나는데..,0.0,-1.0
649, 든든한 시누이가 있어서 다행이야,0.0,-1.0
650,이것도 유통기한 일주일이나 남은건데 다른 제품이라고 어떻게 믿어요? 그냥 환불해 주세요.,-1.0,1.0
651,알겠습니다. 결제하신 카드 주시겠습니까.,0.0,-1.0
652,아니 한 시간 전에 사셨는데 어떻게 이렇게 됐나 해서요. 고객님~,-1.0,-1.0
656, 어머 어쩌다 이렇게 되셨어요?,-1.0,-1.0
658,좋은 아침~ 무슨 좋은 일 있어?,0.0,0.0
659,아냐 난 맨날 굶고 나온다니까,0.0,-1.0
660,아~  아침에 남편이 샌드위치를 만들어놨더라구요,0.0,0.0
662,아침부터 샌드위치? 결혼 잘 했네!,0.0,0.0
663,별 일 아니긴~ 비결 좀 알려줘,0.0,0.0
665,출근길 아침에 그렇게 기분이 좋을 수 있나 해서,0.0,0.0
669,아뇨.. 그건 확인 절차를 거친 뒤에나 알 수 있어요,-1.0,-1.0
670, 아니요 집에서 폰뱅킹으로 했는데 실수를 해서요,0.0,-1.0
672,일단 저희쪽에서 해당 계좌 명의자한테 연락을 해볼거에요,0.0,-1.0
674,맞아 그니까 그 집 애들이 뭘 보고 자라겠어,-1.0,0.0
675,"그 파란색 페인트 칠했던 집 있잖아, 그 집에서 이사가면서 버리고 갔대.",-1.0,-1.0
676,뭐라고?! 개만도 못한 인간들…,-1.0,1.0
677,진짜 쓰레기같은 인간들.. 천벌 받을거야,-1.0,1.0
679,그러니까.. 어떻게 가족을 버려,-1.0,0.0
680,학교는 돈을 대체 어디 쓰는걸까?,-1.0,0.0
681,그러니까! 지난 번에 너무 지지직거려서 진짜 안들렸는데.,-1.0,0.0
682,아 수학은 망쳤고 외국어나 잘 봐야겠다.,0.0,-1.0
686,난이도 미친 거 같아. 나 주관식 하나는 찍었어.,-1.0,0.0
688,답을 다 찾긴 했는데. 맞을진 모르겠어.,0.0,-1.0
691,문과는 운 좋으면 반타작해도 3등급에 걸치잖아. 그럼 인서울 가능성이 있다고.,0.0,-1.0
693,지금도 수학 너무 빡치는데. 2학년. 3학년 되면 얼마나 빡치겠어?,-1.0,-1.0
694,수학점수 바짝 올릴 수 있는 거 아니면 그냥 문과 쓰는 게 맞대.,0.0,-1.0
696, 뭐야. 같이 이과 쓰기로 했잖아.,-1.0,0.0
697,어제 집가서 오빠랑 이야기해봤거든.,0.0,-1.0
699,"어? 아까 했는 줄 알았는데. 나 그거 부를거야,",0.0,-1.0
705,배달시켜 먹음 돼지. 우리집엔 쥐 없잖아.,0.0,-1.0
706,무슨 명상을 초코볼을 먹으면서 해.,-1.0,0.0
708,배고파 일어나. 뭐 시켜 먹어야 돼. 엄빠 나갔어. 뭐 먹을래.,0.0,-1.0
709,닌 뭐 먹고 싶어서 그러는데.,0.0,-1.0
716,"저희 아인슈패너는, 더치커피에 생크림을 올려서 나가요.",0.0,-1.0
718,저기 혹시 생크림에도 설탕 들어가나요?,0.0,-1.0
719,생크림 맞아요? 휩크림 아니고?,0.0,-1.0
720,아 네 조금 들어가요. 그냥 생크림이 아니라 설탕 넣어가며 조금 부풀린 크림이거든요.,-1.0,-1.0
722,기본적으로 시럽이 들어가는데 원하시면 뺴드릴 수 있어요.,0.0,-1.0
724,네. 음료 준비되면 가져다 드릴게요.,0.0,-1.0
725,죄송한데. 다음에 다시 올게요.,0.0,-1.0
728,채널 양보해줬으니까 내가 있다가 짜파게티해줄게.,0.0,0.0
730,근데 그거 영화 망하지 않았어?,0.0,-1.0
731, 여기. [한 남자]가 있습니다.,0.0,-1.0
733,저거 찍고 2년 넘게 쉬고 있지 않아?,0.0,-1.0
735,오케이. 알았어. 나 계란 후라이도 올려줘!,0.0,-1.0
740,우리 가족들 다 그래. 커피 마시면 심장이 막 터질 듯이 뛰어.,0.0,-1.0
743,난 커피 못 마셔. 너 마셔.,0.0,-1.0
745,신기하다. 그러면서 어떻게 2시간내내 풀로 뛰어 다니냐.,0.0,0.0
747,비싸서 그런거 아니고? 8000원이나 하네.,0.0,-1.0
751,바나나 주스 있는데 저거 먹을래?,0.0,-1.0
752, 야 내가 보고 왔는데 우리가 만든 게 젤 맛날 거 같아.,1.0,0.0
754,"아. 엄마가 아침마다 아빠 칡, 마 쥬스 만들어 주는데 그건 가봐. 같은 모양 통에 담아 놓거든 우리 집은. 어쩜 좋냐. 개망했다…",-1.0,0.0
755,너 누나랑 사이 안좋은 거 아니야? 이거 그거 맛나. 칡즙?.,-1.0,0.0
758,야 이거 바닐라 파우더 아닌가봐.,-1.0,0.0
759,야 나 룬 봐줘. 이렇게 드는 거 맞아?,0.0,-1.0
760, 이건 원래 뒤에서 힐 주는 캐릭터야.,0.0,0.0
761,어. 그 여진 쪽 라인 일자로 쭉 찍으면 돼.,0.0,-1.0
764, 싫어. 왜 가만히 있으래? 나도 게임하려고 온 거야.,-1.0,0.0
765, 그럼 그렇게 말해줘야지. 왜 가만히만 있으래?.,-1.0,0.0
766,어. 넌 그냥 아무것도 하지 말고 내 뒤에만 있어.,0.0,0.0
767,그냥 영감 쪽 속성 아무거나 찍음 돼.,0.0,-1.0
770, 아니;; 내가 너랑 영화를 왜 보러 가. 너 볼 거냐고. 미쳤나봐.,-1.0,0.0
771,주말에 영화 예매할 건데 추천 좀.,0.0,0.0
779, 적어도 난 앞에서 친절히 일러주잖아. 누구랑은 다르게.,-1.0,0.0
781,너 기분나쁘다 그렇게 말하는 거.,-1.0,0.0
782,왠지 기생오라비 같이 생긴 게 그럴 것 같더라.,-1.0,0.0
783,그냥 그래 보이잖아. 뺴뺴말라서.,-1.0,0.0
796,"나 어제 딱 급식 먹고 와서 보니까 그 펜 없어졌는데, 마침 네가 가지고 있네?",-1.0,0.0
797,[원바이원]에서. 왜? 너도 사게?,0.0,-1.0
798,너 정말 네 돈으로 산 거야?,0.0,-1.0
799,내가 훔치기라도 했다는 거야?,-1.0,0.0
800,야 나는 조건부 확률은 아무리 설명을 들어도 이해를 못하겠어.,-1.0,-1.0
805,야 어떻게 해. 나 책 두고 온 거 같아.,-1.0,0.0
806,아니야 개념강의는 진짜 쉬워. 잠만 나 지금 책 있어 보여줄게. ,0.0,-1.0
807,야 집까지 다왔는데 다시 가자고?,-1.0,0.0
808,오빠라고 부르면 같이 가줄게.,0.0,0.0
809,나는 체대 준비하니까. 학원에서 맨날 연습하지.,0.0,-1.0
810,뭔가 나는 그 매달려야 할 당위를 못 느껴서 더 하기 싫은 것 같아.,-1.0,0.0
811,나 설득하려고 하지마. 나는 턱걸이 좋아해.,0.0,-1.0
812,처음엔 그냥 매달려 있는 연습만 해. 나도 학원간 첫날 한 3초 매달렸나?,0.0,-1.0
814,못 들어 올리는게 비상식적인거야!,0.0,-1.0
816, 나중에 진짜 피눈물 나게 해 줄 거야.,-1.0,1.0
818,아 세 개 남은 거 그냥 먹었다! 쪼잔하게 왜 그래?,-1.0,0.0
821,그거 한정판 뚱카롱이라 이제 살 수도 없다고!,-1.0,1.0
824,그냥 뭐 다른 거 말하려는 건 아니고. 그냥 내가 너 요새 되게 좋아한다고 그냥 말해보고 싶어서 불렀어.,0.0,0.0
827,내가 요 근래에 혜정이랑 사이 멀어 진 거 너도 알지?,0.0,-1.0
831,혜정이가 학기 초부터 너 되게 좋아했었어.,0.0,-1.0
834,야 이 자식이야. 그럼 말해줘야지. 난 그것도 모르고 국물까지 다 마셨잖아.,-1.0,0.0
836,"어 내가 좀 비위가 약해서.,.",0.0,-1.0
837,너 그거 성차별적인 발언이야.,-1.0,0.0
839,사실 아까 식사하다가 쥐 봤어.,0.0,-1.0
841,늦게 연락해서 징징댔는데 만나줘서 고마워.,1.0,1.0
842,의대 의대 의대 무조건 의대래.,-1.0,1.0
843,내가 음료 쏠게. 아 주문도 안하고 있었네. 내가 가져올게 너 뭐 마실래?,0.0,-1.0
845,자식 이기는 부모 없대. 여차하면 드러누워 버려.,0.0,-1.0
846,아직 원서 쓸 때까지 시간 좀 있으니까. 차분히 말씀드려봐.,0.0,-1.0
848,원래 부모님들은 그런 것 같아. 어려움 없이 살기를 바라시니까.,0.0,-1.0
850,"나 아보카도 스무디, 8000원짜리.",0.0,0.0
853,나 차돌박이 3kg 주문해논 거 있는데 그거 먹을까봐.,0.0,-1.0
854,부러워 부러워. 그래서 오늘 뭐 먹을건데?,0.0,-1.0
855,앞 날 걱정이 왜 없어. 당장 오늘 방송에서 뭐 먹어야 좋을지도 고민이야.,0.0,-1.0
856,짜식~ 누나가 별풍 잔뜩 모아서 한우 한번 사줄 게.,0.0,-1.0
857,어렵겠지. 너 방송 보니까 실시간으로 2천명이나 보고 있더라.,0.0,-1.0
858,다 각자 페이스가 있는 거지.,0.0,-1.0
859,그래 보이는 거지. 다 고충이 있다고.,0.0,-1.0
860,너는 좋겠다. 앞날 걱정이 없어서.,0.0,0.0
861,요새 좀 많이 늘었어. 신문에 난 뒤로.,0.0,-1.0
863,그냥 다른 남자 애들 한테 빌려봐.,0.0,0.0
864,뭘 좀 그래. 쓰고 씼어서 줄게.,0.0,0.0
865,완전 대실망이다. 다신 뭐 안 빌려 줄거야.,-1.0,0.0
866,와 진짜 개치사하다. 너한테 다신 뭐 안 빌려준다.,-1.0,0.0
867,아니 그런 게 아니랴. 리코더는 입으로 불어야 되는데. 좀 그렇잖아.,-1.0,0.0
